"order_id","cust_id","quantity","total_price","gender","locations","delivery","payment","category"
"ORD-SB-003","SD-USR1003",2,"93000","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-003","SD-USR1003",1,"13600","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-003","SD-USR1003",2,"112200","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Frozen Meat"
"ORD-SB-003","SD-USR1003",1,"65300","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Sembako"
"ORD-SB-003","SD-USR1003",2,"68400","Female","Jawa Timur","Standard Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-004","SD-USR1004",1,"7700","Male","Jakarta","Standard Delivery","Dana","Snacks & Drinks"
"ORD-SB-004","SD-USR1004",2,"17400","Male","Jakarta","Standard Delivery","Dana","Snacks & Drinks"
"ORD-SB-004","SD-USR1004",1,"66700","Male","Jakarta","Standard Delivery","Dana","Condiments"
"ORD-SB-004","SD-USR1004",1,"5200","Male","Jakarta","Standard Delivery","Dana","Ice Cream"
"ORD-SB-004","SD-USR1004",2,"12600","Male","Jakarta","Standard Delivery","Dana","Dry Food"
"ORD-SB-005","SD-USR1005",2,"8000","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-005","SD-USR1005",1,"14200","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-005","SD-USR1005",1,"60400","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-005","SD-USR1005",2,"32600","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Ice Cream"
"ORD-SB-005","SD-USR1005",2,"71800","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-005","SD-USR1005",2,"52400","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-006","SD-USR1006",1,"8700","Female","Jawa Barat","Large Delivery","OVO","Snacks & Drinks"
"ORD-SB-006","SD-USR1006",1,"7500","Female","Jawa Barat","Large Delivery","OVO","Condiments"
"ORD-SB-006","SD-USR1006",1,"135900","Female","Jawa Barat","Large Delivery","OVO","Dry Food"
"ORD-SB-006","SD-USR1006",2,"17600","Female","Jawa Barat","Large Delivery","OVO","Ice Cream"
"ORD-SB-006","SD-USR1006",1,"7600","Female","Jawa Barat","Large Delivery","OVO","Snacks & Drinks"
"ORD-SB-006","SD-USR1006",2,"130600","Female","Jawa Barat","Large Delivery","OVO","Eggs & Dairy Products"
"ORD-SB-007","SD-USR1007",1,"10900","Female","Jakarta","Large Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-007","SD-USR1007",2,"8600","Female","Jakarta","Large Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-007","SD-USR1007",1,"28500","Female","Jakarta","Large Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-007","SD-USR1007",2,"63600","Female","Jakarta","Large Delivery","Partner (Alfamart/Indomart)","Frozen Food"
"ORD-SB-007","SD-USR1007",2,"6200","Female","Jakarta","Large Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-007","SD-USR1007",2,"36200","Female","Jakarta","Large Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-008","SD-USR1008",1,"7600","Male","Jawa Tengah","Large Delivery","Bank Transfer","Snacks & Drinks"
"ORD-SB-008","SD-USR1008",2,"64200","Male","Jawa Tengah","Large Delivery","Bank Transfer","Sembako"
"ORD-SB-008","SD-USR1008",1,"56500","Male","Jawa Tengah","Large Delivery","Bank Transfer","Dry Food"
"ORD-SB-008","SD-USR1008",2,"93200","Male","Jawa Tengah","Large Delivery","Bank Transfer","Frozen Food"
"ORD-SB-008","SD-USR1008",1,"70700","Male","Jawa Tengah","Large Delivery","Bank Transfer","Sembako"
"ORD-SB-008","SD-USR1008",2,"77000","Male","Jawa Tengah","Large Delivery","Bank Transfer","Eggs & Dairy Products"
"ORD-SB-009","SD-USR1009",2,"17600","Female","Jawa Timur","Scheduled Large Delivery","OVO","Snacks & Drinks"
"ORD-SB-009","SD-USR1009",2,"28400","Female","Jawa Timur","Scheduled Large Delivery","OVO","Sembako"
"ORD-SB-009","SD-USR1009",1,"85700","Female","Jawa Timur","Scheduled Large Delivery","OVO","Sembako"
"ORD-SB-009","SD-USR1009",1,"26800","Female","Jawa Timur","Scheduled Large Delivery","OVO","Frozen Food"
"ORD-SB-009","SD-USR1009",1,"20400","Female","Jawa Timur","Scheduled Large Delivery","OVO","Vegetables"
"ORD-SB-009","SD-USR1009",2,"33600","Female","Jawa Timur","Scheduled Large Delivery","OVO","Bread and Bakery"
"ORD-SB-0012","SD-USR10012",1,"8700","Male","Bali","Express Large Delivery","Dana","Snacks & Drinks"
"ORD-SB-0012","SD-USR10012",2,"130600","Male","Bali","Express Large Delivery","Dana","Sembako"
"ORD-SB-0012","SD-USR10012",2,"63800","Male","Bali","Express Large Delivery","Dana","Household Supplies"
"ORD-SB-0012","SD-USR10012",2,"52400","Male","Bali","Express Large Delivery","Dana","Eggs & Dairy Products"
"ORD-SB-0012","SD-USR10012",1,"6900","Male","Bali","Express Large Delivery","Dana","Bread and Bakery"
"ORD-SB-0013","SD-USR10013",2,"36400","Male","Jawa Barat","Express Large Delivery","OVO","Snacks & Drinks"
"ORD-SB-0013","SD-USR10013",1,"4000","Male","Jawa Barat","Express Large Delivery","OVO","Snacks & Drinks"
"ORD-SB-0013","SD-USR10013",1,"61300","Male","Jawa Barat","Express Large Delivery","OVO","Fruits "
"ORD-SB-0013","SD-USR10013",1,"18600","Male","Jawa Barat","Express Large Delivery","OVO","Personal Care"
"ORD-SB-0013","SD-USR10013",1,"29300","Male","Jawa Barat","Express Large Delivery","OVO","Vegetables"
"ORD-SB-0013","SD-USR10013",1,"6900","Male","Jawa Barat","Express Large Delivery","OVO","Bread and Bakery"
"ORD-SB-0014","SD-USR10014",2,"32200","Male","Bali","Scheduled Large Delivery","OVO","Condiments"
"ORD-SB-0014","SD-USR10014",2,"83600","Male","Bali","Scheduled Large Delivery","OVO","Sembako"
"ORD-SB-0014","SD-USR10014",2,"58600","Male","Bali","Scheduled Large Delivery","OVO","Vegetables"
"ORD-SB-0014","SD-USR10014",1,"11700","Male","Bali","Scheduled Large Delivery","OVO","Personal Care"
"ORD-SB-0014","SD-USR10014",1,"37100","Male","Bali","Scheduled Large Delivery","OVO","Personal Care"
"ORD-SB-0014","SD-USR10014",1,"6400","Male","Bali","Scheduled Large Delivery","OVO","Bread and Bakery"
"ORD-SB-0015","SD-USR10015",2,"29800","Male","Jawa Timur","Large Delivery","GoPay","Condiments"
"ORD-SB-0015","SD-USR10015",1,"14600","Male","Jawa Timur","Large Delivery","GoPay","Sembako"
"ORD-SB-0015","SD-USR10015",1,"14500","Male","Jawa Timur","Large Delivery","GoPay","Vegetables"
"ORD-SB-0015","SD-USR10015",2,"50200","Male","Jawa Timur","Large Delivery","GoPay","Personal Care"
"ORD-SB-0015","SD-USR10015",2,"68400","Male","Jawa Timur","Large Delivery","GoPay","Eggs & Dairy Products"
"ORD-SB-0015","SD-USR10015",1,"7800","Male","Jawa Timur","Large Delivery","GoPay","Bread and Bakery"
"ORD-SB-0016","SD-USR10016",1,"13600","Female","Jawa Tengah","Scheduled Large Delivery","Bank Transfer","Condiments"
"ORD-SB-0016","SD-USR10016",2,"149200","Female","Jawa Tengah","Scheduled Large Delivery","Bank Transfer","Sembako"
"ORD-SB-0016","SD-USR10016",1,"27900","Female","Jawa Tengah","Scheduled Large Delivery","Bank Transfer","Vegetables"
"ORD-SB-0016","SD-USR10016",2,"44200","Female","Jawa Tengah","Scheduled Large Delivery","Bank Transfer","Gadgets"
"ORD-SB-0016","SD-USR10016",2,"149200","Female","Jawa Tengah","Scheduled Large Delivery","Bank Transfer","Pet Care"
"ORD-SB-0016","SD-USR10016",1,"20300","Female","Jawa Tengah","Scheduled Large Delivery","Bank Transfer","Vegetables"
"ORD-SB-0017","SD-USR10017",2,"5800","Female","Jawa Barat","Standard Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-0017","SD-USR10017",2,"15600","Female","Jawa Barat","Standard Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-0017","SD-USR10017",1,"65500","Female","Jawa Barat","Standard Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-0017","SD-USR10017",2,"48800","Female","Jawa Barat","Standard Delivery","Partner (Alfamart/Indomart)","Gadgets"
"ORD-SB-0017","SD-USR10017",2,"63800","Female","Jawa Barat","Standard Delivery","Partner (Alfamart/Indomart)","Fruits "
"ORD-SB-0017","SD-USR10017",1,"23500","Female","Jawa Barat","Standard Delivery","Partner (Alfamart/Indomart)","Vegetables"
"ORD-SB-0018","SD-USR10018",2,"5800","Female","Jawa Barat","Large Delivery","Dana","Condiments"
"ORD-SB-0018","SD-USR10018",1,"11800","Female","Jawa Barat","Large Delivery","Dana","Condiments"
"ORD-SB-0018","SD-USR10018",1,"26700","Female","Jawa Barat","Large Delivery","Dana","Health Products"
"ORD-SB-0018","SD-USR10018",2,"53600","Female","Jawa Barat","Large Delivery","Dana","Personal Care"
"ORD-SB-0018","SD-USR10018",2,"33600","Female","Jawa Barat","Large Delivery","Dana","Vegetables"
"ORD-SB-0019","SD-USR10019",1,"8700","Female","Jakarta","Scheduled Large Delivery","Debit Card","Condiments"
"ORD-SB-0019","SD-USR10019",2,"8000","Female","Jakarta","Scheduled Large Delivery","Debit Card","Dry Food"
"ORD-SB-0019","SD-USR10019",1,"433500","Female","Jakarta","Scheduled Large Delivery","Debit Card","Eggs & Dairy Products"
"ORD-SB-0019","SD-USR10019",1,"22100","Female","Jakarta","Scheduled Large Delivery","Debit Card","Health Products"
"ORD-SB-0019","SD-USR10019",1,"85700","Female","Jakarta","Scheduled Large Delivery","Debit Card","Sembako"
"ORD-SB-0019","SD-USR10019",2,"130600","Female","Jakarta","Scheduled Large Delivery","Debit Card","Fruits "
"ORD-SB-0020","SD-USR10020",2,"15600","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-0020","SD-USR10020",1,"5200","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-0020","SD-USR10020",1,"71300","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Eggs & Dairy Products"
"ORD-SB-0020","SD-USR10020",1,"39000","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Adults Products"
"ORD-SB-0020","SD-USR10020",2,"57600","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Personal Care"
"ORD-SB-0020","SD-USR10020",1,"25700","Female","Bali","Express Large Delivery","Partner (Alfamart/Indomart)","Fruits "
"ORD-SB-0021","SD-USR10021",2,"10000","Male","Bali","Large Delivery","Debit Card","Condiments"
"ORD-SB-0021","SD-USR10021",1,"19000","Male","Bali","Large Delivery","Debit Card","Dry Food"
"ORD-SB-0021","SD-USR10021",1,"138200","Male","Bali","Large Delivery","Debit Card","Frozen Meat"
"ORD-SB-0021","SD-USR10021",2,"65000","Male","Bali","Large Delivery","Debit Card","Adults Products"
"ORD-SB-0021","SD-USR10021",1,"37800","Male","Bali","Large Delivery","Debit Card","Household Supplies"
"ORD-SB-0021","SD-USR10021",1,"39600","Male","Bali","Large Delivery","Debit Card","Fruits "
"ORD-SB-0022","SD-USR10022",1,"41000","Male","Bali","Standard Delivery","Debit Card","Condiments"
"ORD-SB-0022","SD-USR10022",1,"8700","Male","Bali","Standard Delivery","Debit Card","Dry Food"
"ORD-SB-0022","SD-USR10022",1,"121100","Male","Bali","Standard Delivery","Debit Card","Frozen Meat"
"ORD-SB-0022","SD-USR10022",1,"8400","Male","Bali","Standard Delivery","Debit Card","Pet Care"
"ORD-SB-0022","SD-USR10022",1,"29400","Male","Bali","Standard Delivery","Debit Card","Personal Care"
"ORD-SB-0022","SD-USR10022",1,"138200","Male","Bali","Standard Delivery","Debit Card","Frozen Meat"
"ORD-SB-0023","SD-USR10023",2,"54000","Male","Jawa Tengah","Standard Delivery","Debit Card","Condiments"
"ORD-SB-0023","SD-USR10023",2,"15400","Male","Jawa Tengah","Standard Delivery","Debit Card","Snacks & Drinks"
"ORD-SB-0023","SD-USR10023",2,"16400","Male","Jawa Tengah","Standard Delivery","Debit Card","Pet Care"
"ORD-SB-0023","SD-USR10023",2,"149200","Male","Jawa Tengah","Standard Delivery","Debit Card","Sembako"
"ORD-SB-0023","SD-USR10023",1,"121100","Male","Jawa Tengah","Standard Delivery","Debit Card","Frozen Meat"
"ORD-SB-0024","SD-USR10024",2,"40400","Male","Jakarta","Scheduled Delivery","Bank Transfer","Condiments"
"ORD-SB-0024","SD-USR10024",2,"43200","Male","Jakarta","Scheduled Delivery","Bank Transfer","Dry Food"
"ORD-SB-0024","SD-USR10024",1,"203900","Male","Jakarta","Scheduled Delivery","Bank Transfer","Frozen Meat"
"ORD-SB-0024","SD-USR10024",2,"18000","Male","Jakarta","Scheduled Delivery","Bank Transfer","Pet Care"
"ORD-SB-0024","SD-USR10024",1,"54800","Male","Jakarta","Scheduled Delivery","Bank Transfer","Frozen Food"
"ORD-SB-0025","SD-USR10025",2,"12600","Male","Bali","Scheduled Delivery","Partner (Alfamart/Indomart)","Condiments"
"ORD-SB-0025","SD-USR10025",1,"27000","Male","Bali","Scheduled Delivery","Partner (Alfamart/Indomart)","Dry Food"
"ORD-SB-0025","SD-USR10025",1,"26000","Male","Bali","Scheduled Delivery","Partner (Alfamart/Indomart)","Snacks & Drinks"
"ORD-SB-0025","SD-USR10025",2,"78000","Male","Bali","Scheduled Delivery","Partner (Alfamart/Indomart)","Household Supplies"
"ORD-SB-0026","SD-USR10026",2,"6200","Male","Jawa Tengah","Standard Delivery","OVO","Dry Food"
"ORD-SB-0026","SD-USR10026",2,"12600","Male","Jawa Tengah","Standard Delivery","OVO","Dry Food"
"ORD-SB-0026","SD-USR10026",1,"10300","Male","Jawa Tengah","Standard Delivery","OVO","Snacks & Drinks"
"ORD-SB-0026","SD-USR10026",1,"27000","Male","Jawa Tengah","Standard Delivery","OVO","Dry Food"
"ORD-SB-0026","SD-USR10026",2,"111800","Male","Jawa Tengah","Standard Delivery","OVO","Frozen Meat"
"ORD-SB-0027","SD-USR10027",2,"6000","Female","Bali","Express Large Delivery","OVO","Dry Food"
"ORD-SB-0027","SD-USR10027",1,"3000","Female","Bali","Express Large Delivery","OVO","Dry Food"
"ORD-SB-0027","SD-USR10027",2,"93000","Female","Bali","Express Large Delivery","OVO","Snacks & Drinks"
"ORD-SB-0027","SD-USR10027",1,"14500","Female","Bali","Express Large Delivery","OVO","Vegetables"
"ORD-SB-0027","SD-USR10027",1,"23200","Female","Bali","Express Large Delivery","OVO","Frozen Meat"
"ORD-SB-0028","SD-USR10028",1,"3000","Female","Jawa Barat","Scheduled Large Delivery","Dana","Dry Food"
"ORD-SB-0028","SD-USR10028",1,"3000","Female","Jawa Barat","Scheduled Large Delivery","Dana","Dry Food"
"ORD-SB-0028","SD-USR10028",1,"53800","Female","Jawa Barat","Scheduled Large Delivery","Dana","Frozen Food"
"ORD-SB-0028","SD-USR10028",1,"16100","Female","Jawa Barat","Scheduled Large Delivery","Dana","Condiments"
"ORD-SB-0028","SD-USR10028",2,"28800","Female","Jawa Barat","Scheduled Large Delivery","Dana","Fruits "
"ORD-SB-0028","SD-USR10028",1,"27100","Female","Jawa Barat","Scheduled Large Delivery","Dana","Frozen Meat"
"ORD-SB-0029","SD-USR10029",1,"6300","Female","Jakarta","Express Large Delivery","OVO","Dry Food"
"ORD-SB-0029","SD-USR10029",1,"3100","Female","Jakarta","Express Large Delivery","OVO","Dry Food"
"ORD-SB-0029","SD-USR10029",1,"28900","Female","Jakarta","Express Large Delivery","OVO","Frozen Food"
"ORD-SB-0029","SD-USR10029",2,"29800","Female","Jakarta","Express Large Delivery","OVO","Condiments"
"ORD-SB-0029","SD-USR10029",1,"10100","Female","Jakarta","Express Large Delivery","OVO","Health Products"
"ORD-SB-0029","SD-USR10029",1,"32200","Female","Jakarta","Express Large Delivery","OVO","Frozen Meat"
"ORD-SB-0030","SD-USR10030",2,"54000","Male","Jawa Timur","Large Delivery","Dana","Dry Food"
"ORD-SB-0030","SD-USR10030",1,"6300","Male","Jawa Timur","Large Delivery","Dana","Condiments"
"ORD-SB-0030","SD-USR10030",1,"83400","Male","Jawa Timur","Large Delivery","Dana","Household Supplies"
"ORD-SB-0030","SD-USR10030",1,"13600","Male","Jawa Timur","Large Delivery","Dana","Condiments"
"ORD-SB-0030","SD-USR10030",2,"68000","Male","Jawa Timur","Large Delivery","Dana","Fruits "
"ORD-SB-0030","SD-USR10030",1,"31800","Male","Jawa Timur","Large Delivery","Dana","Frozen Meat"
"ORD-SB-0031","SD-USR10031",1,"21600","Male","Jakarta","Scheduled Large Delivery","GoPay","Dry Food"
"ORD-SB-0031","SD-USR10031",2,"93000","Male","Jakarta","Scheduled Large Delivery","GoPay","Snacks & Drinks"
"ORD-SB-0031","SD-USR10031",1,"54400","Male","Jakarta","Scheduled Large Delivery","GoPay","Household Supplies"
"ORD-SB-0031","SD-USR10031",1,"3100","Male","Jakarta","Scheduled Large Delivery","GoPay","Dry Food"
"ORD-SB-0031","SD-USR10031",1,"2900","Male","Jakarta","Scheduled Large Delivery","GoPay","Condiments"
"ORD-SB-0031","SD-USR10031",1,"23200","Male","Jakarta","Scheduled Large Delivery","GoPay","Frozen Meat"
"ORD-SB-0032","SD-USR10032",2,"17400","Male","Jawa Tengah","Express Large Delivery","Credit Card","Dry Food"
"ORD-SB-0032","SD-USR10032",1,"20200","Male","Jawa Tengah","Express Large Delivery","Credit Card","Condiments"
"ORD-SB-0032","SD-USR10032",1,"265900","Male","Jawa Tengah","Express Large Delivery","Credit Card","Personal Care"
"ORD-SB-0032","SD-USR10032",1,"3000","Male","Jawa Tengah","Express Large Delivery","Credit Card","Dry Food"
"ORD-SB-0032","SD-USR10032",1,"21600","Male","Jawa Tengah","Express Large Delivery","Credit Card","Household Supplies"
"ORD-SB-0032","SD-USR10032",2,"126400","Male","Jawa Tengah","Express Large Delivery","Credit Card","Frozen Meat"
"ORD-SB-0033","SD-USR10033",2,"38000","Female","Bali","Scheduled Large Delivery","Credit Card","Dry Food"
"ORD-SB-0033","SD-USR10033",1,"27000","Female","Bali","Scheduled Large Delivery","Credit Card","Condiments"
"ORD-SB-0033","SD-USR10033",1,"155000","Female","Bali","Scheduled Large Delivery","Credit Card","Personal Care"
"ORD-SB-0033","SD-USR10033",1,"3000","Female","Bali","Scheduled Large Delivery","Credit Card","Dry Food"
"ORD-SB-0033","SD-USR10033",1,"78500","Female","Bali","Scheduled Large Delivery","Credit Card","Electronics"
"ORD-SB-0033","SD-USR10033",1,"35100","Female","Bali","Scheduled Large Delivery","Credit Card","Frozen Meat"
"ORD-SB-0034","SD-USR10034",2,"10400","Female","Jawa Barat","Scheduled Delivery","Debit Card","Dry Food"
"ORD-SB-0034","SD-USR10034",2,"82000","Female","Jawa Barat","Scheduled Delivery","Debit Card","Condiments"
"ORD-SB-0034","SD-USR10034",1,"40700","Female","Jawa Barat","Scheduled Delivery","Debit Card","Household Supplies"
"ORD-SB-0034","SD-USR10034",1,"74600","Female","Jawa Barat","Scheduled Delivery","Debit Card","Sembako"
"ORD-SB-0034","SD-USR10034",2,"126400","Female","Jawa Barat","Scheduled Delivery","Debit Card","Frozen Meat"
"ORD-SB-0035","SD-USR10035",2,"8000","Male","Jawa Tengah","Large Delivery","Dana","Dry Food"
"ORD-SB-0035","SD-USR10035",2,"10000","Male","Jawa Tengah","Large Delivery","Dana","Condiments"
"ORD-SB-0035","SD-USR10035",1,"14600","Male","Jawa Tengah","Large Delivery","Dana","Sembako"
"ORD-SB-0035","SD-USR10035",2,"20600","Male","Jawa Tengah","Large Delivery","Dana","Health Products"
"ORD-SB-0035","SD-USR10035",2,"11600","Male","Jawa Tengah","Large Delivery","Dana","Ice Cream"
"ORD-SB-0036","SD-USR10036",2,"23600","Female","Jakarta","Express Large Delivery","Debit Card","Condiments"
"ORD-SB-0036","SD-USR10036",2,"15600","Female","Jakarta","Express Large Delivery","Debit Card","Condiments"
"ORD-SB-0036","SD-USR10036",1,"198800","Female","Jakarta","Express Large Delivery","Debit Card","Gadgets"
"ORD-SB-0036","SD-USR10036",2,"83600","Female","Jakarta","Express Large Delivery","Debit Card","Sembako"
"ORD-SB-0036","SD-USR10036",2,"63800","Female","Jakarta","Express Large Delivery","Debit Card","Fruits "
"ORD-SB-0036","SD-USR10036",1,"65800","Female","Jakarta","Express Large Delivery","Debit Card","Ice Cream"
"ORD-SB-0037","SD-USR10037",2,"15600","Male","Bali","Scheduled Large Delivery","GoPay","Condiments"
"ORD-SB-0037","SD-USR10037",2,"17400","Male","Bali","Scheduled Large Delivery","GoPay","Condiments"
"ORD-SB-0037","SD-USR10037",1,"42500","Male","Bali","Scheduled Large Delivery","GoPay","Gadgets"
"ORD-SB-0037","SD-USR10037",2,"63800","Male","Bali","Scheduled Large Delivery","GoPay","Fruits "
"ORD-SB-0037","SD-USR10037",2,"6000","Male","Bali","Scheduled Large Delivery","GoPay","Dry Food"
"ORD-SB-0037","SD-USR10037",1,"6500","Male","Bali","Scheduled Large Delivery","GoPay","Ice Cream"
"ORD-SB-0038","SD-USR10038",2,"149200","Male","Bali","Express Large Delivery","Dana","Sembako"
"ORD-SB-0038","SD-USR10038",1,"2900","Male","Bali","Express Large Delivery","Dana","Condiments"
"ORD-SB-0038","SD-USR10038",1,"42500","Male","Bali","Express Large Delivery","Dana","Gadgets"
"ORD-SB-0038","SD-USR10038",2,"81600","Male","Bali","Express Large Delivery","Dana","Fruits "
"ORD-SB-0038","SD-USR10038",1,"4000","Male","Bali","Express Large Delivery","Dana","Dry Food"
"ORD-SB-0038","SD-USR10038",2,"10400","Male","Bali","Express Large Delivery","Dana","Ice Cream"
"ORD-SB-0039","SD-USR10039",2,"29200","Male","Jawa Barat","Express Delivery","Dana","Sembako"
"ORD-SB-0039","SD-USR10039",2,"5800","Male","Jawa Barat","Express Delivery","Dana","Condiments"
"ORD-SB-0039","SD-USR10039",2,"17400","Male","Jawa Barat","Express Delivery","Dana","Snacks & Drinks"
"ORD-SB-0039","SD-USR10039",1,"41200","Male","Jawa Barat","Express Delivery","Dana","Fruits "
"ORD-SB-0040","SD-USR10040",1,"41800","Female","Jawa Timur","Express Delivery","OVO","Sembako"
"ORD-SB-0040","SD-USR10040",1,"10300","Female","Jawa Timur","Express Delivery","OVO","Snacks & Drinks"
"ORD-SB-0040","SD-USR10040",2,"26800","Female","Jawa Timur","Express Delivery","OVO","Vegetables"
"ORD-SB-0040","SD-USR10040",1,"8700","Female","Jawa Timur","Express Delivery","OVO","Snacks & Drinks"
"ORD-SB-0041","SD-USR10041",2,"130600","Male","Bali","Standard Delivery","Dana","Sembako"
"ORD-SB-0041","SD-USR10041",1,"13600","Male","Bali","Standard Delivery","Dana","Condiments"
"ORD-SB-0041","SD-USR10041",1,"32500","Male","Bali","Standard Delivery","Dana","Adults Products"
"ORD-SB-0041","SD-USR10041",1,"8800","Male","Bali","Standard Delivery","Dana","Vegetables"
"ORD-SB-0041","SD-USR10041",2,"15200","Male","Bali","Standard Delivery","Dana","Snacks & Drinks"
"ORD-SB-0042","SD-USR10042",1,"70700","Female","Jawa Barat","Scheduled Delivery","OVO","Sembako"
"ORD-SB-0042","SD-USR10042",1,"14900","Female","Jawa Barat","Scheduled Delivery","OVO","Condiments"
"ORD-SB-0042","SD-USR10042",1,"15000","Female","Jawa Barat","Scheduled Delivery","OVO","Adults Products"
"ORD-SB-0042","SD-USR10042",1,"4900","Female","Jawa Barat","Scheduled Delivery","OVO","Vegetables"
"ORD-SB-0042","SD-USR10042",2,"105200","Female","Jawa Barat","Scheduled Delivery","OVO","Eggs & Dairy Products"
"ORD-SB-0043","SD-USR10043",2,"132400","Male","Jawa Barat","Scheduled Large Delivery","Bank Transfer","Sembako"
"ORD-SB-0043","SD-USR10043",1,"16100","Male","Jawa Barat","Scheduled Large Delivery","Bank Transfer","Condiments"
"ORD-SB-0043","SD-USR10043",1,"16500","Male","Jawa Barat","Scheduled Large Delivery","Bank Transfer","Adults Products"
"ORD-SB-0043","SD-USR10043",1,"23000","Male","Jawa Barat","Scheduled Large Delivery","Bank Transfer","Eggs & Dairy Products"
"ORD-SB-0043","SD-USR10043",1,"118600","Male","Jawa Barat","Scheduled Large Delivery","Bank Transfer","Snacks & Drinks"
"ORD-SB-0044","SD-USR10044",1,"14200","Female","Jawa Timur","Standard Delivery","Dana","Sembako"
"ORD-SB-0044","SD-USR10044",2,"36400","Female","Jawa Timur","Standard Delivery","Dana","Snacks & Drinks"
