Order_ID,Item_ID,Item_Price,Quantity,Total_Price
ORD-SB-0015,SB-GRO0017,14900,2,29800
ORD-SB-0015,SB-GRO0047,14600,1,14600
ORD-SB-0015,SB-FRS0081,14500,1,14500
ORD-SB-0015,SB-LIV00183,25100,2,50200
ORD-SB-0015,SB-FRS0097,34200,2,68400
ORD-SB-0015,SB-FRS00114,7800,1,7800
ORD-SB-0016,SB-GRO0018,13600,1,13600
ORD-SB-0016,SB-GRO0046,74600,2,149200
ORD-SB-0016,SB-FRS0085,27900,1,27900
ORD-SB-0016,SB-LIV00206,22100,2,44200
ORD-SB-0016,SB-ALT00250,74600,2,149200
ORD-SB-0016,SB-FRS00115,20300,1,20300
ORD-SB-0017,SB-GRO0020,2900,2,5800
ORD-SB-0017,SB-GRO0045,7800,2,15600
ORD-SB-0017,SB-FRS0095,65500,1,65500
ORD-SB-0017,SB-LIV00207,24400,2,48800
ORD-SB-0017,SB-FRS0061,31900,2,63800
ORD-SB-0017,SB-FRS00116,23500,1,23500
ORD-SB-0018,SB-GRO0021,2900,2,5800
ORD-SB-0018,SB-GRO0044,11800,1,11800
ORD-SB-0018,SB-LIV00211,26700,1,26700
ORD-SB-0018,SB-LIV00194,26800,2,53600
ORD-SB-0018,SB-FRS00117,16800,2,33600
ORD-SB-0019,SB-GRO0022,8700,1,8700
ORD-SB-0019,SB-GRO0043,4000,2,8000
ORD-SB-0019,SB-FRS00100,433500,1,433500
ORD-SB-0019,SB-LIV00212,22100,1,22100
ORD-SB-0019,SB-GRO0049,85700,1,85700
ORD-SB-0019,SB-FRS00118,65300,2,130600
ORD-SB-0020,SB-GRO0023,7800,2,15600
ORD-SB-0020,SB-GRO0042,5200,1,5200
ORD-SB-0020,SB-FRS00105,71300,1,71300
ORD-SB-0020,SB-ALT00226,39000,1,39000
ORD-SB-0020,SB-LIV00195,28800,2,57600
ORD-SB-0020,SB-FRS00119,25700,1,25700
ORD-SB-0021,SB-GRO0025,5000,2,10000
ORD-SB-0021,SB-GRO0041,19000,1,19000
ORD-SB-0021,SB-FRZ00124,138200,1,138200
ORD-SB-0021,SB-ALT00227,32500,2,65000
ORD-SB-0021,SB-LIV00174,37800,1,37800
ORD-SB-0021,SB-FRS00120,39600,1,39600
ORD-SB-0022,SB-GRO0026,41000,1,41000
ORD-SB-0022,SB-GRO0040,8700,1,8700
ORD-SB-0022,SB-FRZ00125,121100,1,121100
ORD-SB-0022,SB-ALT00241,8400,1,8400
ORD-SB-0022,SB-LIV00191,29400,1,29400
ORD-SB-0022,SB-FRZ00124,138200,1,138200
ORD-SB-0023,SB-GRO0028,27000,2,54000
ORD-SB-0023,SB-GRO004,7700,2,15400
ORD-SB-0023,SB-ALT00242,8200,2,16400
ORD-SB-0023,SB-GRO0046,74600,2,149200
ORD-SB-0023,SB-FRZ00125,121100,1,121100
ORD-SB-0024,SB-GRO0029,20200,2,40400
ORD-SB-0024,SB-GRO0039,21600,2,43200
ORD-SB-0024,SB-FRZ00127,203900,1,203900
ORD-SB-0024,SB-ALT00243,9000,2,18000
ORD-SB-0024,SB-FRZ00155,54800,1,54800
ORD-SB-0025,SB-GRO0030,6300,2,12600
ORD-SB-0025,SB-GRO0038,27000,1,27000
ORD-SB-0025,SB-GRO001,26000,1,26000
ORD-SB-0025,SB-LIV00180,39000,2,78000
ORD-SB-0026,SB-GRO0031,3100,2,6200
ORD-SB-0026,SB-GRO0034,6300,2,12600
ORD-SB-0026,SB-GRO002,10300,1,10300
ORD-SB-0026,SB-GRO0038,27000,1,27000
ORD-SB-0026,SB-FRZ00128,55900,2,111800
ORD-SB-0027,SB-GRO0032,3000,2,6000
ORD-SB-0027,SB-GRO0033,3000,1,3000
ORD-SB-0027,SB-GRO003,46500,2,93000
ORD-SB-0027,SB-FRS0081,14500,1,14500
ORD-SB-0027,SB-FRZ00129,23200,1,23200
ORD-SB-0028,SB-GRO0033,3000,1,3000
ORD-SB-0028,SB-GRO0032,3000,1,3000
ORD-SB-0028,SB-FRZ00158,53800,1,53800
ORD-SB-0028,SB-GRO0016,16100,1,16100
ORD-SB-0028,SB-FRS0068,14400,2,28800
ORD-SB-0028,SB-FRZ00130,27100,1,27100
ORD-SB-0029,SB-GRO0034,6300,1,6300
ORD-SB-0029,SB-GRO0031,3100,1,3100
ORD-SB-0029,SB-FRZ00164,28900,1,28900
ORD-SB-0029,SB-GRO0017,14900,2,29800
ORD-SB-0029,SB-LIV00216,10100,1,10100
ORD-SB-0029,SB-FRZ00131,32200,1,32200
ORD-SB-0030,SB-GRO0038,27000,2,54000
ORD-SB-0030,SB-GRO0030,6300,1,6300
ORD-SB-0030,SB-LIV00177,83400,1,83400
ORD-SB-0030,SB-GRO0018,13600,1,13600
ORD-SB-0030,SB-FRS0074,34000,2,68000
ORD-SB-0030,SB-FRZ00132,31800,1,31800
ORD-SB-0031,SB-GRO0039,21600,1,21600
ORD-SB-0031,SB-GRO003,46500,2,93000
ORD-SB-0031,SB-LIV00179,54400,1,54400
ORD-SB-0031,SB-GRO0031,3100,1,3100
ORD-SB-0031,SB-GRO0020,2900,1,2900
ORD-SB-0031,SB-FRZ00133,23200,1,23200
ORD-SB-0032,SB-GRO0040,8700,2,17400
ORD-SB-0032,SB-GRO0029,20200,1,20200
ORD-SB-0032,SB-LIV00187,265900,1,265900
ORD-SB-0032,SB-GRO0032,3000,1,3000
ORD-SB-0032,SB-LIV00196,21600,1,21600
ORD-SB-0032,SB-FRZ00134,63200,2,126400
ORD-SB-0033,SB-GRO0041,19000,2,38000
ORD-SB-0033,SB-GRO0028,27000,1,27000
ORD-SB-0033,SB-LIV00188,155000,1,155000
ORD-SB-0033,SB-GRO0033,3000,1,3000
ORD-SB-0033,SB-ALT00263,78500,1,78500
ORD-SB-0033,SB-FRZ00135,35100,1,35100
ORD-SB-0034,SB-GRO0042,5200,2,10400
ORD-SB-0034,SB-GRO0026,41000,2,82000
ORD-SB-0034,SB-LIV00197,40700,1,40700
ORD-SB-0034,SB-GRO0046,74600,1,74600
ORD-SB-0034,SB-FRZ00134,63200,2,126400
ORD-SB-0035,SB-GRO0043,4000,2,8000
ORD-SB-0035,SB-GRO0025,5000,2,10000
ORD-SB-0035,SB-GRO0047,14600,1,14600
ORD-SB-0035,SB-LIV00217,10300,2,20600
ORD-SB-0035,SB-FRZ00141,5800,2,11600
ORD-SB-0036,SB-GRO0044,11800,2,23600
ORD-SB-0036,SB-GRO0023,7800,2,15600
ORD-SB-0036,SB-LIV00204,198800,1,198800
ORD-SB-0036,SB-GRO0048,41800,2,83600
ORD-SB-0036,SB-FRS0061,31900,2,63800
ORD-SB-0036,SB-FRZ00142,65800,1,65800
ORD-SB-0037,SB-GRO0045,7800,2,15600
ORD-SB-0037,SB-GRO0022,8700,2,17400
ORD-SB-0037,SB-LIV00208,42500,1,42500
ORD-SB-0037,SB-FRS0061,31900,2,63800
ORD-SB-0037,SB-GRO0033,3000,2,6000
ORD-SB-0037,SB-FRZ00143,6500,1,6500
ORD-SB-0038,SB-GRO0046,74600,2,149200
ORD-SB-0038,SB-GRO0021,2900,1,2900
ORD-SB-0038,SB-LIV00210,42500,1,42500
ORD-SB-0038,SB-FRS0062,40800,2,81600
ORD-SB-0038,SB-GRO0043,4000,1,4000
ORD-SB-0038,SB-FRZ00144,5200,2,10400
ORD-SB-0039,SB-GRO0047,14600,2,29200
ORD-SB-0039,SB-GRO0020,2900,2,5800
ORD-SB-0039,SB-GRO0014,8700,2,17400
ORD-SB-0039,SB-FRS0063,41200,1,41200
ORD-SB-0040,SB-GRO0048,41800,1,41800
ORD-SB-0040,SB-GRO002,10300,1,10300
ORD-SB-0040,SB-FRS0076,13400,2,26800
ORD-SB-0040,SB-GRO006,8700,1,8700
ORD-SB-0041,SB-GRO0050,65300,2,130600
ORD-SB-0041,SB-GRO0018,13600,1,13600
ORD-SB-0041,SB-ALT00233,32500,1,32500
ORD-SB-0041,SB-FRS0077,8800,1,8800
ORD-SB-0041,SB-GRO008,7600,2,15200
ORD-SB-0042,SB-GRO0051,70700,1,70700
ORD-SB-0042,SB-GRO0017,14900,1,14900
ORD-SB-0042,SB-ALT00234,15000,1,15000
ORD-SB-0042,SB-FRS0078,4900,1,4900
ORD-SB-0042,SB-FRS0094,52600,2,105200
ORD-SB-0043,SB-GRO0052,66200,2,132400
ORD-SB-0043,SB-GRO0016,16100,1,16100
ORD-SB-0043,SB-ALT00235,16500,1,16500
ORD-SB-0043,SB-FRS0091,23000,1,23000
ORD-SB-0043,SB-GRO0013,118600,1,118600
ORD-SB-0044,SB-GRO0053,14200,1,14200
ORD-SB-0044,SB-GRO0015,18200,2,36400
ORD-SB-0044,SB-ALT00238,122500,1,122500
ORD-SB-0044,SB-FRS0092,18900,2,37800
ORD-SB-0044,SB-GRO0058,7500,2,15000
ORD-SB-0045,SB-GRO0055,32100,2,64200
ORD-SB-0045,SB-GRO0014,8700,2,17400
ORD-SB-0045,SB-ALT00251,161300,1,161300
ORD-SB-0045,SB-FRS0093,35900,1,35900
ORD-SB-0045,SB-FRS00114,7800,1,7800
ORD-SB-0046,SB-GRO0056,4300,2,8600
ORD-SB-0046,SB-GRO0013,118600,2,237200
ORD-SB-0046,SB-ALT00252,98700,1,98700
ORD-SB-0046,SB-FRS00106,16100,2,32200
ORD-SB-0046,SB-FRS0091,23000,2,46000
ORD-SB-0047,SB-GRO0058,7500,1,7500
ORD-SB-0047,SB-GRO0011,5200,1,5200
ORD-SB-0047,SB-ALT00264,253500,1,253500
ORD-SB-0047,SB-FRS00107,22900,1,22900
ORD-SB-0047,SB-FRS0094,52600,1,52600
ORD-SB-0048,SB-GRO0059,14200,1,14200
ORD-SB-0048,SB-GRO0010,8800,2,17600
ORD-SB-0048,SB-ALT00265,148500,1,148500
ORD-SB-0048,SB-FRZ00121,79100,2,158200
ORD-SB-0048,SB-GRO0048,41800,1,41800
ORD-SB-0049,SB-GRO0060,13600,1,13600
ORD-SB-0049,SB-GRO001,26000,1,26000
ORD-SB-0049,SB-ALT00266,105600,1,105600
ORD-SB-0049,SB-FRZ00122,50400,1,50400
ORD-SB-0049,SB-FRS0065,7800,1,7800
ORD-SB-0050,SB-FRS0061,31900,2,63800
ORD-SB-0050,SB-FRZ00165,17300,2,34600
ORD-SB-0050,SB-ALT00267,204950,1,204950
ORD-SB-0050,SB-FRZ00123,56100,1,56100
ORD-SB-0050,SB-GRO0026,41000,2,82000
ORD-SB-0051,SB-FRS0062,40800,1,40800
ORD-SB-0051,SB-FRZ00163,38500,1,38500
ORD-SB-0051,SB-ALT00268,110900,1,110900
ORD-SB-0051,SB-FRZ00136,5200,2,10400
ORD-SB-0051,SB-GRO0056,4300,1,4300
ORD-SB-0052,SB-FRS0063,41200,2,82400
ORD-SB-0052,SB-FRZ00162,30800,2,61600
ORD-SB-0052,SB-ALT00269,53500,1,53500
ORD-SB-0052,SB-FRZ00137,16300,1,16300
ORD-SB-0052,SB-FRS00107,22900,2,45800
ORD-SB-0053,SB-FRS0064,31600,2,63200
ORD-SB-0053,SB-FRZ00161,29400,1,29400
ORD-SB-0053,SB-GRO0057,45100,1,45100
ORD-SB-0053,SB-FRZ00138,8800,2,17600
ORD-SB-0053,SB-FRZ00149,25700,2,51400
ORD-SB-0054,SB-GRO004,7700,1,7700
ORD-SB-0054,SB-FRZ00160,28200,2,56400
ORD-SB-0054,SB-FRS0070,150800,1,150800
ORD-SB-0054,SB-FRZ00151,31800,2,63600
ORD-SB-0054,SB-FRS0065,7800,2,15600
ORD-SB-0055,SB-FRS0066,14400,1,14400
ORD-SB-0055,SB-FRZ00159,40300,2,80600
ORD-SB-0055,SB-FRS0072,61300,1,61300
ORD-SB-0055,SB-FRZ00152,46600,2,93200
ORD-SB-0055,SB-FRS00106,16100,2,32200
ORD-SB-0056,SB-FRS0067,14400,2,28800
ORD-SB-0056,SB-FRZ00157,64400,2,128800
ORD-SB-0056,SB-FRS0079,29300,1,29300
ORD-SB-0056,SB-FRZ00153,26800,1,26800
ORD-SB-0056,SB-GRO0047,14600,1,14600
ORD-SB-0057,SB-FRS0068,14400,1,14400
ORD-SB-0057,SB-FRZ00156,26500,1,26500
ORD-SB-0057,SB-FRS0081,14500,2,29000
ORD-SB-0057,SB-LIV00166,8800,1,8800
ORD-SB-0057,SB-ALT00254,13800,1,13800
ORD-SB-0058,SB-FRS0069,31700,2,63400
ORD-SB-0058,SB-FRZ00155,54800,1,54800
ORD-SB-0058,SB-FRS0085,27900,1,27900
ORD-SB-0058,SB-LIV00167,9800,2,19600
ORD-SB-0058,SB-FRS0092,18900,2,37800
ORD-SB-0059,SB-FRS0071,12600,2,25200
ORD-SB-0059,SB-FRZ00154,52400,2,104800
ORD-SB-0059,SB-FRS0095,65500,1,65500
ORD-SB-0059,SB-LIV00168,31900,2,63800
ORD-SB-0059,SB-FRS0075,21600,2,43200
ORD-SB-0060,SB-FRS0073,19300,2,38600
ORD-SB-0060,SB-FRZ00153,26800,2,53600
ORD-SB-0060,SB-FRS0099,64000,1,64000
ORD-SB-0060,SB-LIV00181,18600,1,18600
ORD-SB-0060,SB-FRS0061,31900,1,31900
ORD-SB-0060,SB-FRS0062,40800,1,40800
ORD-SB-0060,SB-LIV00223,12500,2,25000
ORD-SB-0061,SB-FRS0074,34000,1,34000
ORD-SB-0061,SB-FRZ00152,46600,2,93200
ORD-SB-0061,SB-FRS00100,433500,1,433500
ORD-SB-0061,SB-LIV00182,11700,1,11700
ORD-SB-0061,SB-FRS0062,40800,2,81600
ORD-SB-0061,SB-FRS00108,16800,1,16800
ORD-SB-0061,SB-FRZ00129,23200,2,46400
ORD-SB-0062,SB-FRS0075,21600,1,21600
ORD-SB-0062,SB-FRZ00151,31800,1,31800
ORD-SB-0062,SB-FRS00105,71300,1,71300
ORD-SB-0062,SB-LIV00183,25100,1,25100
ORD-SB-0062,SB-FRS0063,41200,1,41200
ORD-SB-0062,SB-GRO001,26000,1,26000
ORD-SB-0062,SB-GRO0040,8700,1,8700
ORD-SB-0063,SB-GRO005,4000,2,8000
ORD-SB-0063,SB-FRZ00150,4300,2,8600
ORD-SB-0063,SB-FRZ00124,138200,1,138200
ORD-SB-0063,SB-LIV00206,22100,2,44200
ORD-SB-0063,SB-GRO0012,53800,1,53800
ORD-SB-0063,SB-GRO0031,3100,1,3100
ORD-SB-0063,SB-GRO0015,18200,2,36400
ORD-SB-0064,SB-GRO006,8700,2,17400
ORD-SB-0064,SB-FRZ00149,25700,1,25700
ORD-SB-0064,SB-FRZ00125,121100,1,121100
ORD-SB-0064,SB-LIV00207,24400,1,24400
ORD-SB-0064,SB-GRO0020,2900,1,2900
ORD-SB-0064,SB-FRZ00143,6500,2,13000
ORD-SB-0064,SB-FRS00104,38500,1,38500
ORD-SB-0065,SB-GRO007,10900,2,21800
ORD-SB-0065,SB-FRZ00148,20300,1,20300
ORD-SB-0065,SB-FRZ00126,219700,1,219700
ORD-SB-0065,SB-LIV00211,26700,1,26700
ORD-SB-0065,SB-GRO0021,2900,1,2900
ORD-SB-0065,SB-ALT00247,10400,1,10400
ORD-SB-0065,SB-FRS00108,16800,1,16800
ORD-SB-0066,SB-FRS0080,7500,1,7500
ORD-SB-0066,SB-FRZ00147,12700,1,12700
ORD-SB-0066,SB-LIV00212,22100,2,44200
ORD-SB-0066,SB-FRS0091,23000,1,23000
ORD-SB-0066,SB-LIV00184,15200,2,30400
ORD-SB-0066,SB-ALT00240,28800,1,28800
ORD-SB-0067,SB-FRS0082,20300,2,40600
ORD-SB-0067,SB-FRZ00146,18000,2,36000
ORD-SB-0067,SB-FRZ00139,243800,1,243800
ORD-SB-0067,SB-ALT00226,39000,1,39000
ORD-SB-0067,SB-FRS0092,18900,2,37800
ORD-SB-0067,SB-GRO0039,21600,1,21600
ORD-SB-0067,SB-ALT00261,23500,2,47000
ORD-SB-0068,SB-FRS0083,18200,1,18200
ORD-SB-0068,SB-FRZ00145,55000,1,55000
ORD-SB-0068,SB-FRZ00140,138200,1,138200
ORD-SB-0068,SB-ALT00227,32500,2,65000
ORD-SB-0068,SB-FRS0093,35900,1,35900
ORD-SB-0068,SB-GRO0018,13600,2,27200
ORD-SB-0068,SB-LIV00224,19900,2,39800
ORD-SB-0069,SB-FRS0084,5000,1,5000
ORD-SB-0069,SB-FRZ00144,5200,1,5200
ORD-SB-0069,SB-FRZ00142,65800,1,65800
ORD-SB-0069,SB-ALT00241,8400,2,16800
ORD-SB-0069,SB-FRS00106,16100,2,32200
ORD-SB-0069,SB-FRS00107,22900,2,45800
ORD-SB-0069,SB-FRS00101,26200,2,52400
ORD-SB-0070,SB-FRS0086,20400,2,40800
ORD-SB-0070,SB-FRZ00143,6500,1,6500
ORD-SB-0070,SB-FRZ00158,53800,1,53800
ORD-SB-0070,SB-ALT00242,8200,1,8200
ORD-SB-0070,SB-FRS00107,22900,2,45800
ORD-SB-0070,SB-FRS0097,34200,2,68400
ORD-SB-0070,SB-FRS0075,21600,2,43200
ORD-SB-0071,SB-FRS0087,25900,1,25900
ORD-SB-0071,SB-FRZ00141,5800,1,5800
ORD-SB-0071,SB-FRZ00164,28900,1,28900
ORD-SB-0071,SB-ALT00243,9000,1,9000
ORD-SB-0071,SB-FRZ00121,79100,1,79100
ORD-SB-0071,SB-GRO004,7700,1,7700
ORD-SB-0071,SB-LIV00209,51800,2,103600
ORD-SB-0072,SB-FRS0088,6600,1,6600
ORD-SB-0072,SB-FRZ00138,8800,1,8800
ORD-SB-0072,SB-GRO001,26000,1,26000
ORD-SB-0072,SB-FRZ00122,50400,2,100800
ORD-SB-0072,SB-GRO0039,21600,1,21600
ORD-SB-0072,SB-FRS0069,31700,2,63400
ORD-SB-0073,SB-FRS0089,23000,2,46000
ORD-SB-0073,SB-FRZ00137,16300,1,16300
ORD-SB-0073,SB-LIV00218,236600,1,236600
ORD-SB-0073,SB-GRO002,10300,1,10300
ORD-SB-0073,SB-FRZ00123,56100,1,56100
ORD-SB-0073,SB-FRS0069,31700,1,31700
ORD-SB-0073,SB-LIV00225,11500,1,11500
ORD-SB-0074,SB-FRS0090,23000,2,46000
ORD-SB-0074,SB-GRO0010,8800,1,8800
ORD-SB-0074,SB-LIV00210,42500,1,42500
ORD-SB-0074,SB-GRO003,46500,2,93000
ORD-SB-0074,SB-FRZ00136,5200,2,10400
ORD-SB-0074,SB-GRO0016,16100,1,16100
ORD-SB-0074,SB-LIV00175,19600,1,19600
ORD-SB-0075,SB-FRS0091,23000,1,23000
ORD-SB-0075,SB-FRZ00135,35100,1,35100
ORD-SB-0075,SB-LIV00208,42500,1,42500
ORD-SB-0075,SB-GRO0016,16100,2,32200
ORD-SB-0075,SB-FRZ00137,16300,1,16300
ORD-SB-0075,SB-FRS00109,5200,1,5200
ORD-SB-0075,SB-LIV00172,39500,2,79000
ORD-SB-0076,SB-FRS0092,18900,1,18900
ORD-SB-0076,SB-FRZ00134,63200,1,63200
ORD-SB-0076,SB-LIV00204,198800,1,198800
ORD-SB-0076,SB-GRO0017,14900,2,29800
ORD-SB-0076,SB-FRZ00138,8800,1,8800
ORD-SB-0076,SB-FRS0080,7500,1,7500
ORD-SB-0076,SB-ALT00256,24400,1,24400
ORD-SB-0077,SB-FRS0093,35900,1,35900
ORD-SB-0077,SB-FRZ00133,23200,2,46400
ORD-SB-0077,SB-GRO0018,13600,1,13600
ORD-SB-0077,SB-FRZ00151,31800,2,63600
ORD-SB-0077,SB-GRO0055,32100,2,64200
ORD-SB-0077,SB-ALT00248,66300,1,66300
ORD-SB-0078,SB-FRS0094,52600,1,52600
ORD-SB-0078,SB-FRZ00132,31800,2,63600
ORD-SB-0078,SB-LIV00197,40700,1,40700
ORD-SB-0078,SB-GRO0031,3100,2,6200
ORD-SB-0078,SB-FRZ00152,46600,1,46600
ORD-SB-0078,SB-FRS0076,13400,1,13400
ORD-SB-0078,SB-FRZ00163,38500,1,38500
ORD-SB-0079,SB-FRS0096,9000,2,18000
ORD-SB-0079,SB-FRZ00131,32200,2,64400
ORD-SB-0079,SB-LIV00188,155000,1,155000
ORD-SB-0079,SB-GRO0032,3000,2,6000
ORD-SB-0079,SB-FRZ00153,26800,2,53600
ORD-SB-0079,SB-LIV00169,20700,2,41400
ORD-SB-0079,SB-GRO0043,4000,1,4000
ORD-SB-0080,SB-FRS0097,34200,1,34200
ORD-SB-0080,SB-FRZ00130,27100,2,54200
ORD-SB-0080,SB-GRO0033,3000,2,6000
ORD-SB-0080,SB-LIV00166,8800,1,8800
ORD-SB-0080,SB-GRO005,4000,1,4000
ORD-SB-0080,SB-FRS0084,5000,2,10000
ORD-SB-0081,SB-FRS0098,34200,2,68400
ORD-SB-0081,SB-FRZ00129,23200,2,46400
ORD-SB-0081,SB-LIV00179,54400,1,54400
ORD-SB-0081,SB-GRO0046,74600,1,74600
ORD-SB-0081,SB-LIV00167,9800,1,9800
ORD-SB-0081,SB-FRS0078,4900,1,4900
ORD-SB-0081,SB-FRS00117,16800,1,16800
ORD-SB-0082,SB-FRS00101,26200,2,52400
ORD-SB-0082,SB-FRZ00128,55900,2,111800
ORD-SB-0082,SB-LIV00177,83400,1,83400
ORD-SB-0082,SB-GRO0047,14600,1,14600
ORD-SB-0082,SB-LIV00168,31900,2,63800
ORD-SB-0082,SB-GRO0060,13600,2,27200
ORD-SB-0082,SB-FRZ00141,5800,1,5800
ORD-SB-0083,SB-FRS00102,65300,1,65300
ORD-SB-0083,SB-FRZ00123,56100,1,56100
ORD-SB-0083,SB-GRO0048,41800,1,41800
ORD-SB-0083,SB-LIV00181,18600,2,37200
ORD-SB-0083,SB-FRS0062,40800,2,81600
ORD-SB-0083,SB-FRS0064,31600,1,31600
ORD-SB-0084,SB-FRS00103,18100,1,18100
ORD-SB-0084,SB-FRZ00122,50400,1,50400
ORD-SB-0084,SB-GRO0057,45100,1,45100
ORD-SB-0084,SB-LIV00182,11700,2,23400
ORD-SB-0084,SB-FRS00113,6400,2,12800
ORD-SB-0085,SB-FRS00104,38500,2,77000
ORD-SB-0085,SB-FRZ00121,79100,1,79100
ORD-SB-0085,SB-GRO0054,128500,1,128500
ORD-SB-0085,SB-LIV00183,25100,1,25100
ORD-SB-0085,SB-FRZ00161,29400,1,29400
ORD-SB-0086,SB-FRS00106,16100,1,16100
ORD-SB-0086,SB-FRS0098,34200,1,34200
ORD-SB-0086,SB-GRO0049,85700,1,85700
ORD-SB-0086,SB-LIV00206,22100,2,44200
ORD-SB-0086,SB-GRO0030,6300,1,6300
ORD-SB-0087,SB-FRS00107,22900,1,22900
ORD-SB-0087,SB-FRS0097,34200,2,68400
ORD-SB-0087,SB-GRO0037,56500,1,56500
ORD-SB-0087,SB-LIV00207,24400,2,48800
ORD-SB-0087,SB-GRO0020,2900,2,5800
ORD-SB-0088,SB-FRS00108,16800,2,33600
ORD-SB-0088,SB-FRS0096,9000,2,18000
ORD-SB-0088,SB-GRO0036,28500,1,28500
ORD-SB-0088,SB-LIV00211,26700,2,53400
ORD-SB-0088,SB-ALT00236,28800,1,28800
ORD-SB-0089,SB-FRS00109,5200,1,5200
ORD-SB-0089,SB-FRS0094,52600,2,105200
ORD-SB-0089,SB-GRO0035,135900,1,135900
ORD-SB-0089,SB-LIV00212,22100,2,44200
ORD-SB-0089,SB-FRZ00130,27100,1,27100
ORD-SB-0090,SB-FRS00110,6900,1,6900
ORD-SB-0090,SB-FRS0093,35900,1,35900
ORD-SB-0090,SB-GRO0027,60400,1,60400
ORD-SB-0090,SB-ALT00226,39000,1,39000
